doi,journal,reason
10.1207/s15327655jchn1602_4,Journal of Community Health Nursing,idconv: no PMCID
10.1111/1475-682X.00017,Sociological Inquiry,idconv: no PMCID
10.1016/j.econlet.2009.09.006,Economics Letters,idconv: no PMCID
10.3200/GNTP.170.2.101-114,Journal of Genetic Psychology,idconv: no PMCID
10.1086/599861,Journal of Human Capital,idconv: no PMCID
10.1111/j.1540-6237.2009.00676.x,Social Science Quarterly,abstract_only
10.1017/S002238160909094X,Journal of Politics,idconv: no PMCID
10.1111/j.1532-7795.2009.00591.x,Journal of Research on Adolescence,abstract_only
10.1080/14459790902915332,International Gambling Studies,idconv: no PMCID
10.1016/j.econedurev.2008.11.001,Economics of Education Review,idconv: no PMCID
10.2105/AJPH.2008.147835,American Journal of Public Health,idconv: no PMCID
10.1080/00221320903218331,Journal of Genetic Psychology,idconv: no PMCID
10.1108/S1479-3539(2002)0000013002,Research in Sociology of Education,idconv: no PMCID
10.1038/oby.2009.451,Obesity,abstract_only
10.2202/1558-9544.1180,Forum for Health Economics and Policy,idconv: no PMCID
10.1016/j.jadohealth.2009.02.004,Journal of Adolescent Health,idconv: no PMCID
10.1016/j.alcr.2010.04.001,Advances in Life Course Research,abstract_only
10.1177/2156587212450713,Journal of Evidence-Based Complementary and Alternative Medicine,abstract_only
10.1111/j.1532-7795.2010.00643.x,Journal of Research on Adolescence,abstract_only
10.1086/341906,American Journal of Sociology,idconv: no PMCID
10.1177/1359105309355334,Journal of Health Psychology,abstract_only
10.1111/j.1532-7795.2010.00646.x,Journal of Research on Adolescence,abstract_only
10.1016/j.adolescence.2009.03.010,Journal of Adolescence,idconv: no PMCID
10.1016/j.jadohealth.2009.05.002,Journal of Adolescent Health,abstract_only
10.1177/1541204009338252,Youth Violence and Juvenile Justice,idconv: no PMCID
10.1177/0192513X09345833,Journal of Family Issues,idconv: no PMCID
10.1016/S1054-139X(02)00411-1,Journal of Adolescent Health,idconv: no PMCID
10.1891/0886-6708.25.5.617,Violence and Victims,idconv: no PMCID
10.1002/eat.20710,International Journal of Eating Disorders,abstract_only
10.1177/0044118X09338503,Youth and Society,idconv: no PMCID
10.1177/0306624X08325349,International Journal of Offender Therapy and Comparative Criminology,idconv: no PMCID
10.1177/0022427810375575,Journal of Research in Crime and Delinquency,idconv: no PMCID
10.1111/j.1540-6237.2010.00702.x,Social Science Quarterly,abstract_only
10.1177/0190272510361602,Social Psychology Quarterly,idconv: no PMCID
10.1016/j.jcrimjus.2010.04.019,Journal of Criminal Justice,idconv: no PMCID
10.1177/0044118X09333664,Youth and Society,idconv: no PMCID
10.1038/oby.2009.391,Obesity,abstract_only
10.1073/pnas.0911793107,Proceedings of the National Academy of Sciences of the United States of America,abstract_only
10.1080/10522150903437466,Journal of Family Social Work,idconv: no PMCID
10.1007/s10964-010-9539-0,Journal of Youth and Adolescence,abstract_only
10.1177/0192513X09351150,Journal of Family Issues,idconv: no PMCID
10.1177/07458402017004003,Journal of Adolescent Research,idconv: no PMCID
10.1016/j.addbeh.2010.02.013,Addictive Behaviors,idconv: no PMCID
10.1080/00224490902954315,Journal of Sex Research,abstract_only
10.1016/j.jadohealth.2010.01.004,Journal of Adolescent Health,idconv: no PMCID
10.1016/j.jadohealth.2010.01.013,Journal of Adolescent Health,idconv: no PMCID
10.1016/j.amepre.2010.01.023,American Journal of Preventive Medicine,abstract_only
10.1007/s10964-010-9508-7,Journal of Youth and Adolescence,idconv: no PMCID
10.1177/0022146510372353,Journal of Health and Social Behavior,abstract_only
10.1007/s10896-009-9273-0,Journal of Family Violence,idconv: no PMCID
10.1016/j.jadohealth.2009.11.221,Journal of Adolescent Health,abstract_only
10.1111/j.1741-3737.2010.00705.x,Journal of Marriage and Family,abstract_only
10.1177/0886260509334402,Journal of Interpersonal Violence,idconv: no PMCID
10.1111/j.1360-0443.2009.02803.x,Addiction,idconv: no PMCID
10.1080/02732170903346205,Sociological Spectrum,abstract_only
10.1016/j.jcrimjus.2010.02.011,Journal of Criminal Justice,idconv: no PMCID
10.1016/j.psychres.2009.01.024,Psychiatry Research,idconv: no PMCID
10.1007/s10964-009-9490-0,Journal of Youth and Adolescence,abstract_only
10.1016/j.drugalcdep.2009.12.017,Drug and Alcohol Dependence,idconv: no PMCID
10.1007/s10964-010-9521-x,Journal of Youth and Adolescence,abstract_only
10.1016/S1054-139X(02)00450-0,Journal of Adolescent Health,idconv: no PMCID
10.1002/hec.1526,Health Economics,idconv: no PMCID
10.1016/j.childyouth.2009.12.003,Children and Youth Services Review,abstract_only
10.1177/0306624X09345993,International Journal of Offender Therapy and Comparative Criminology,idconv: no PMCID
10.1038/oby.2009.365,Obesity,idconv: no PMCID
10.1016/j.econedurev.2010.04.008,Economics of Education Review,idconv: no PMCID
10.1080/19371910903240894,Social Work in Public Health,idconv: no PMCID
10.1038/oby.2009.362,Obesity,abstract_only
10.1080/00918360903489127,Journal of Homosexuality,idconv: no PMCID
10.1353/dem.0.0091,Demography,abstract_only
10.1177/0743558402171003,Journal of Adolescent Research,idconv: no PMCID
10.1353/sof.2010.0048,Social Forces,idconv: no PMCID
10.1007/s10903-008-9179-6,Journal of Immigrant and Minority Health,abstract_only
10.1016/j.ssresearch.2009.10.001,Social Science Research,idconv: no PMCID
10.1002/hec.1488,Health Economics,idconv: no PMCID
10.1177/0192513X09351507,Journal of Family Issues,idconv: no PMCID
10.1007/s10964-009-9411-2,Journal of Youth and Adolescence,idconv: no PMCID
10.1016/j.addbeh.2010.01.004,Addictive Behaviors,abstract_only
10.1177/0739986302238212,Hispanic Journal of Behavioral Sciences,abstract_only
10.1016/j.jadohealth.2010.02.010,Journal of Adolescent Health,idconv: no PMCID
10.1080/13698571003632452,"Health, Risk and Society",idconv: no PMCID
10.1007/s10964-009-9495-8,Journal of Youth and Adolescence,idconv: no PMCID
10.1016/j.jcrimjus.2010.03.007,Journal of Criminal Justice,idconv: no PMCID
10.1007/s10964-009-9423-y,Journal of Youth and Adolescence,abstract_only
10.1038/oby.2009.350,Obesity,abstract_only
10.1007/s10964-009-9427-7,Journal of Youth and Adolescence,idconv: no PMCID
10.1111/j.1469-7610.2010.02247.x,Journal of Child Psychology and Psychiatry and Allied Disciplines,idconv: no PMCID
10.1007/s10519-009-9324-6,Behavior Genetics,abstract_only
10.1300/J145v06n02_02,Adoption Quarterly,idconv: no PMCID
10.1007/s10519-009-9327-3,Behavior Genetics,abstract_only
10.1111/j.1465-7287.2008.00120.x,Contemporary Economic Policy,idconv: no PMCID
10.1016/j.socscimed.2009.09.030,Social Science and Medicine,idconv: no PMCID
10.1111/j.1533-8525.2009.01166.x,Sociological Quarterly,idconv: no PMCID
10.1007/s10964-009-9489-6,Journal of Youth and Adolescence,idconv: no PMCID
10.1177/0038040709356563,Sociology of Education,idconv: no PMCID
10.1111/j.1741-3737.2010.00755.x,Journal of Marriage and Family,abstract_only
10.1186/1747-597X-5-19,"Substance Abuse Treatment, Prevention, and Policy",idconv: no PMCID
10.1111/j.1745-9125.2002.tb00979.x,Criminology,idconv: no PMCID
10.1016/j.ypmed.2010.09.006,Preventive Medicine,abstract_only
10.1007/s00702-010-0421-8,Journal of Neural Transmission,idconv: no PMCID
10.1521/suli.2010.40.3.298,Suicide and Life-Threatening Behavior,idconv: no PMCID
10.1002/ab.20359,Aggressive Behavior,abstract_only
10.1016/j.jadohealth.2010.02.013,Journal of Adolescent Health,idconv: no PMCID
10.3109/10826081003754765,Substance Use and Misuse,idconv: no PMCID
10.2105/AJPH.2009.179424,American Journal of Public Health,idconv: no PMCID
10.1016/S1090-5138(02)00102-2,Evolution and Human Behavior,idconv: no PMCID
10.1016/j.healthplace.2010.05.008,Health and Place,idconv: no PMCID
10.1007/s10560-010-0212-y,Child and Adolescent Social Work Journal,idconv: no PMCID
10.1001/archgenpsychiatry.2010.137,Archives of General Psychiatry,idconv: no PMCID
10.1016/j.jadohealth.2009.05.001,Journal of Adolescent Health,idconv: no PMCID
10.1016/j.addbeh.2009.12.002,Addictive Behaviors,idconv: no PMCID
10.1108/13590791011056264,Journal of Financial Crime,idconv: no PMCID
10.1016/j.jadohealth.2010.02.008,Journal of Adolescent Health,abstract_only
10.1023/A:1016313718644,Population and Environment,idconv: no PMCID
10.1111/j.1741-3737.2010.00771.x,Journal of Marriage and Family,idconv: no PMCID
10.1016/j.jhealeco.2010.03.007,Journal of Health Economics,idconv: no PMCID
10.1073/pnas.1000261107,Proceedings of the National Academy of Sciences of the United States of America,abstract_only
10.1542/peds.2009-2424,Pediatrics,abstract_only
10.1016/j.jadohealth.2009.05.018,Journal of Adolescent Health,idconv: no PMCID
10.1111/j.1533-8525.2010.01173.x,Sociological Quarterly,abstract_only
10.1177/0093854810367481,Criminal Justice and Behavior,idconv: no PMCID
10.1111/j.1741-3737.2010.00696.x,Journal of Marriage and Family,abstract_only
10.1177/0022146509361191,Journal of Health and Social Behavior,abstract_only
10.1097/00004583-200202000-00014,Journal of the American Academy of Child and Adolescent Psychiatry,idconv: no PMCID
10.3109/10826081003682248,Substance Use and Misuse,abstract_only
10.1017/S0022381610000617,Journal of Politics,idconv: no PMCID
10.1007/s12552-010-9036-9,Race and Social Problems,idconv: no PMCID
10.1038/ejhg.2009.133,European Journal of Human Genetics,abstract_only
10.1016/j.jadohealth.2010.04.009,Journal of Adolescent Health,idconv: no PMCID
10.1080/00918369.2010.503515,Journal of Homosexuality,idconv: no PMCID
10.1093/aje/kwq169,American Journal of Epidemiology,abstract_only
10.1016/j.jcrimjus.2010.09.003,Journal of Criminal Justice,idconv: no PMCID
10.1016/j.jcrimjus.2010.09.006,Journal of Criminal Justice,idconv: no PMCID
10.1016/j.alcr.2010.08.003,Advances in Life Course Research,abstract_only
10.1300/J159v02n02_05,Journal of Bisexuality,idconv: no PMCID
10.1016/j.intell.2010.08.001,Intelligence,idconv: no PMCID
10.1177/0165025409345073,International Journal of Behavioral Development,abstract_only
10.1016/j.jadohealth.2009.11.025,Journal of Adolescent Health,idconv: no PMCID
10.1007/s12552-010-9037-8,Race and Social Problems,idconv: no PMCID
10.1001/jama.2010.1635,"JAMA, The Journal of the American Medical Association",abstract_only
10.1086/653506,Journal of Labor Economics,idconv: no PMCID
10.2190/DE.40.2.b,Journal of Drug Education,idconv: no PMCID
10.1016/j.healthplace.2010.06.015,Health and Place,abstract_only
10.1363/4220610,Perspectives on Sexual and Reproductive Health,idconv: no PMCID
10.2105/AJPH.92.2.198,American Journal of Public Health,abstract_only
10.1080/15298860903286090,Self and Identity,idconv: no PMCID
10.1007/s10964-010-9533-6,Journal of Youth and Adolescence,idconv: no PMCID
10.1111/j.1533-8525.2010.01179.x,Sociological Quarterly,idconv: no PMCID
10.1177/0192513X10365823,Journal of Family Issues,idconv: no PMCID
10.1111/j.1532-7795.2010.00636.x,Journal of Research on Adolescence,abstract_only
10.1016/j.childyouth.2010.06.002,Children and Youth Services Review,idconv: no PMCID
10.1016/S1054-139X(01)00375-5,Journal of Adolescent Health,idconv: no PMCID
10.1007/s12552-010-9030-2,Race and Social Problems,idconv: no PMCID
10.1007/s10560-010-0194-9,Child and Adolescent Social Work Journal,abstract_only
10.1177/0093854810374919,Criminal Justice and Behavior,idconv: no PMCID
10.2105/AJPH.2009.167973,American Journal of Public Health,idconv: no PMCID
10.1086/653627,American Journal of Education,abstract_only
10.1002/nur.20409,Research in Nursing and Health,idconv: no PMCID
10.1001/archpediatrics.2010.167,Archives of Pediatrics and Adolescent Medicine,abstract_only
10.1177/0044118x11411933,Youth & Society,idconv: no PMCID
10.3149/fth.0801.93,Fathering,idconv: no PMCID
10.1177/0192513X09342847,Journal of Family Issues,idconv: no PMCID
10.1007/s10896-010-9332-6,Journal of Family Violence,idconv: no PMCID
10.1016/j.ypmed.2010.07.013,Preventive Medicine,abstract_only
10.1007/s10964-009-9428-6,Journal of Youth and Adolescence,idconv: no PMCID
10.1111/j.1365-2869.2010.00840.x,Journal of Sleep Research,abstract_only
10.1016/j.jhealeco.2010.07.002,Journal of Health Economics,idconv: no PMCID
10.3109/10884602.2010.481506,Journal of Addictions Nursing,idconv: no PMCID
10.1023/A:1019711113312,Mental Health Services Research,idconv: no PMCID
10.1080/07448481.2010.497522,Journal of American College Health,idconv: no PMCID
10.4054/DemRes.2010.23.25,Demographic Research,idconv: no PMCID
10.1080/19485565.2010.524095,Biodemography and Social Biology,idconv: no PMCID
10.1177/0044118X09351788,Youth and Society,idconv: no PMCID
10.1177/0038040710383519,Sociology of Education,idconv: no PMCID
10.1363/4223010,Perspectives on Sexual and Reproductive Health,abstract_only
10.1177/002204261004000407,Journal of Drug Issues,abstract_only
10.1080/15299716.2010.521065,Journal of Bisexuality,idconv: no PMCID
10.1353/sof.2010.0059,Social Forces,idconv: no PMCID
10.1037/a0021760,Journal of Family Psychology,idconv: no PMCID
10.1111/1467-9280.00150,Psychological Science,idconv: no PMCID
10.1136/ip.8.3.227,Injury Prevention,abstract_only
10.1177/0022146510386791,Journal of Health and Social Behavior,idconv: no PMCID
10.1037/a0021703,Asian American Journal of Psychology,abstract_only
10.1086/653835,American Journal of Sociology,abstract_only
10.1177/0886260510390958,Journal of Interpersonal Violence,idconv: no PMCID
10.1007/s10560-011-0242-0,Child and Adolescent Social Work Journal,abstract_only
10.1016/j.pedhc.2010.03.004,Journal of Pediatric Health Care,idconv: no PMCID
10.1177/0011128709332660,Crime and Delinquency,idconv: no PMCID
10.1007/s10964-009-9501-1,Journal of Youth and Adolescence,abstract_only
10.1177/0886260510365860,Journal of Interpersonal Violence,idconv: no PMCID
10.1016/j.adolescence.2010.01.008,Journal of Adolescence,idconv: no PMCID
10.1002/hec.1589,Health Economics,idconv: no PMCID
10.1007/s10940-010-9100-z,Journal of Quantitative Criminology,idconv: no PMCID
10.1007/s10964-010-9594-6,Journal of Youth and Adolescence,idconv: no PMCID
10.1016/j.econedurev.2010.06.015,Economics of Education Review,abstract_only
10.1007/s10964-010-9551-4,Journal of Youth and Adolescence,idconv: no PMCID
10.1016/j.biopsych.2010.09.007,Biological Psychiatry,idconv: no PMCID
10.1016/S1054-139X(02)00374-9,Journal of Adolescent Health,idconv: no PMCID
10.1016/j.adolescence.2009.12.008,Journal of Adolescence,idconv: no PMCID
10.1177/0044118X09358313,Youth and Society,idconv: no PMCID
10.1136/jech.2009.105064,Journal of Epidemiology and Community Health,abstract_only
10.1016/j.jadohealth.2010.07.018,Journal of Adolescent Health,idconv: no PMCID
10.1016/j.ssresearch.2010.11.003,Social Science Research,idconv: no PMCID
10.4284/0038-4038-77.4.827,Southern Economic Journal,idconv: no PMCID
10.1016/j.addbeh.2010.09.001,Addictive Behaviors,abstract_only
10.1016/j.contraception.2010.06.019,Contraception,abstract_only
10.1016/j.adolescence.2010.07.001,Journal of Adolescence,abstract_only
10.1007/s10940-010-9103-9,Journal of Quantitative Criminology,idconv: no PMCID
10.1016/S0049-089X(02)00060-1,Social Science Research,idconv: no PMCID
10.1177/0886260510362886,Journal of Interpersonal Violence,idconv: no PMCID
10.1007/s10940-010-9095-5,Journal of Quantitative Criminology,idconv: no PMCID
10.1363/4301611,Perspectives on Sexual and Reproductive Health,abstract_only
10.1007/s10964-010-9601-y,Journal of Youth and Adolescence,idconv: no PMCID
10.1016/j.jadohealth.2010.12.001,Journal of Adolescent Health,abstract_only
10.1016/j.jadohealth.2010.10.006,Journal of Adolescent Health,abstract_only
10.1016/j.addbeh.2010.11.014,Addictive Behaviors,idconv: no PMCID
10.1111/j.1741-3737.2010.00804.x,Journal of Marriage and Family,abstract_only
10.1177/0743558410384736,Journal of Adolescent Research,idconv: no PMCID
10.1080/00224490209552142,Journal of Sex Research,idconv: no PMCID
10.1111/j.1360-0443.2010.03133.x,Addiction,abstract_only
10.1016/j.adolescence.2010.12.004,Journal of Adolescence,idconv: no PMCID
10.1525/sop.2011.54.1.37,Sociological Perspectives,idconv: no PMCID
10.5993/AJHB.35.1.2,American Journal of Health Behavior,idconv: no PMCID
10.1097/EDE.0b013e31821c79d2,Epidemiology,idconv: no PMCID
10.1363/4300611,Perspectives on Sexual and Reproductive Health,abstract_only
10.1016/j.socscimed.2011.03.024,Social Science and Medicine,abstract_only
10.1007/s10964-011-9631-0,Journal of Youth and Adolescence,abstract_only
10.1177/1043986210396205,Journal of Contemporary Criminal Justice,idconv: no PMCID
10.1111/j.1469-7610.2010.02327.x,Journal of Child Psychology and Psychiatry,abstract_only
10.1080/15377938.2011.535471,Journal of Ethnicity in Criminal Justice,idconv: no PMCID
10.1073/pnas.1011687108,Proceedings of the National Academy of Sciences of the United States of America,abstract_only
10.1177/0009922810379041,Clinical Pediatrics,idconv: no PMCID
10.1177/1541204011400451,Youth Violence and Juvenile Justice,idconv: no PMCID
10.1016/j.jcrimjus.2011.05.003,Journal of Criminal Justice,idconv: no PMCID
